dm_time,send_date,send_month,send_time,text,user_id
0 days 00:01:00.314000000,2021-01-10,2021-01,2021-01-10 14:29:20,保护,515c25d5
0 days 00:00:47.977000000,2021-01-10,2021-01,2021-01-10 14:29:08,来了,515c25d5
0 days 00:00:20.843000000,2021-01-10,2021-01,2021-01-10 14:29:08,为你的勇气和选择点赞！,6ff95c9
0 days 00:00:32.079000000,2021-01-10,2021-01,2021-01-10 14:28:48,保护,29a64ab0
0 days 00:12:01.069000000,2021-01-10,2021-01,2021-01-10 14:28:45,什么叫这种话……这些人都被洗脑了吗,29d13954
0 days 00:02:41.714000000,2021-01-10,2021-01,2021-01-10 14:28:28,五天真的好普遍，形同虚设,2737616f
0 days 00:01:07.499000000,2021-01-10,2021-01,2021-01-10 14:28:24,加油,1c19fac2
0 days 00:00:06.765000000,2021-01-10,2021-01,2021-01-10 14:27:55,视频回来了！！！！！,423a6859
0 days 00:01:00.160000000,2021-01-10,2021-01,2021-01-10 14:27:54,支持发声,bbdb8218
0 days 00:08:46.563000000,2021-01-10,2021-01,2021-01-10 14:27:53,够硬气，真找不到工作当up主我们也支持你,ce6366f7
0 days 00:06:31.367000000,2021-01-10,2021-01,2021-01-10 14:27:52,工作和生活的手机分开的必要性,7bb205de
0 days 00:01:55.894000000,2021-01-10,2021-01,2021-01-10 14:27:44,！！！！又回来了！！！！,423a6859
0 days 00:00:51.900000000,2021-01-10,2021-01,2021-01-10 14:27:40,diss 拼多多,c112e69c
0 days 00:10:26.801000000,2021-01-10,2021-01,2021-01-10 14:27:32,加油,29d13954
0 days 00:01:05.757000000,2021-01-10,2021-01,2021-01-10 14:27:28,慎用脉脉 以及黄铮的高学历但是否有良知？,5c00a2a6
0 days 00:01:02.135000000,2021-01-10,2021-01,2021-01-10 14:26:45,加油,141b1163
0 days 00:10:26.470000000,2021-01-10,2021-01,2021-01-10 14:26:10,好,332c70ff
0 days 00:12:16.227000000,2021-01-10,2021-01,2021-01-10 14:26:05,因为一个人有良知就会想说话,ad34682c
0 days 00:00:34.407000000,2021-01-10,2021-01,2021-01-10 14:25:39,加油,94ca4a3f
0 days 00:00:24.563000000,2021-01-10,2021-01,2021-01-10 14:25:33,加油啊哥,ae7932d8
0 days 00:09:40.599000000,2021-01-10,2021-01,2021-01-10 14:25:24,也挺好的啊 至少命保住了,332c70ff
0 days 00:08:10.272000000,2021-01-10,2021-01,2021-01-10 14:25:06,毒瘤pdd,29d13954
0 days 00:00:57.095000000,2021-01-10,2021-01,2021-01-10 14:24:18,抵制PDD,dd5a309c
0 days 00:08:35.630000000,2021-01-10,2021-01,2021-01-10 14:24:10,这个高管跟hr 不也是打工的？真就狗仗人势,332c70ff
0 days 00:07:16.438000000,2021-01-10,2021-01,2021-01-10 14:24:08,之前从拼多多买了把客服提前说的铝青铜扳手而拿到一把碳钢（铁）的就知道这平台什么嘴脸了…,190ff509
0 days 00:00:47.859000000,2021-01-10,2021-01,2021-01-10 14:23:43,打卡 第一次发弹幕，抵制pdd从我做起，支持up,612a7b1c
0 days 00:14:30.537000000,2021-01-10,2021-01,2021-01-10 14:23:36,加油,9c4746f
0 days 00:12:58.087000000,2021-01-10,2021-01,2021-01-10 14:23:25,语出惊人,bff73b4d
0 days 00:05:30.695000000,2021-01-10,2021-01,2021-01-10 14:22:48,up主加油！！,29d13954
0 days 00:08:37.873000000,2021-01-10,2021-01,2021-01-10 14:22:27,？？？？被辞退不是很正常嘛？？？那被辞退的人多了去了还不找工作了？？就是不想赔偿！！,ad34682c
0 days 00:12:07.997000000,2021-01-10,2021-01,2021-01-10 14:22:02,因为“这种话”就是事实,739f764c
0 days 00:00:00.179000000,2021-01-10,2021-01,2021-01-10 14:21:43,就冲你敢露脸，正面刚，一点都不虚,649680b5
0 days 00:00:18.059000000,2021-01-10,2021-01,2021-01-10 14:21:28,保护,4e09350a
0 days 00:10:28.752000000,2021-01-10,2021-01,2021-01-10 14:21:24,挺你！！！,af19b33b
0 days 00:02:40.319000000,2021-01-10,2021-01,2021-01-10 14:21:22,收入呢,80534547
0 days 00:00:25.390000000,2021-01-10,2021-01,2021-01-10 14:21:16,顶！ 加油！,37f0c802
0 days 00:15:12.894000000,2021-01-10,2021-01,2021-01-10 14:21:06,加油！,e346629f
0 days 00:05:30.193000000,2021-01-10,2021-01,2021-01-10 14:20:47,应届生50，能混当然继续混，谁跟钱过不去,555228c6
0 days 00:10:52.909000000,2021-01-10,2021-01,2021-01-10 14:20:38,给你点赞,2c4478fd
0 days 00:03:42.509000000,2021-01-10,2021-01,2021-01-10 14:20:29,年轻人，加油,cc7eb546
0 days 00:15:06.814000000,2021-01-10,2021-01,2021-01-10 14:20:28,支持你,f68f097d
0 days 00:03:15.220000000,2021-01-10,2021-01,2021-01-10 14:19:20,pdd业界毒瘤,29d13954
0 days 00:09:23.570000000,2021-01-10,2021-01,2021-01-10 14:19:16,倒闭吧,2c4478fd
0 days 00:05:21.073000000,2021-01-10,2021-01,2021-01-10 14:19:06,至死方休，惨！,6572e19d
0 days 00:14:42.029000000,2021-01-10,2021-01,2021-01-10 14:18:53,非常合理，不认同公司理念的人离职是合理的。,29073c8a
0 days 00:10:47.060000000,2021-01-10,2021-01,2021-01-10 14:18:47,保护我发up主,29d44c9b
0 days 00:01:29.701000000,2021-01-10,2021-01,2021-01-10 14:18:45,太劝退了 可怕,fe4257db
0 days 00:14:03.541000000,2021-01-10,2021-01,2021-01-10 14:18:22,伟大！脊梁！,14278eef
0 days 00:10:33.492000000,2021-01-10,2021-01,2021-01-10 14:18:21,说的好！,29d44c9b
0 days 00:10:24.703000000,2021-01-10,2021-01,2021-01-10 14:18:11,干得漂亮！,29d44c9b
0 days 00:10:28.523000000,2021-01-10,2021-01,2021-01-10 14:17:51,赞,d57c1e67
0 days 00:00:08.666000000,2021-01-10,2021-01,2021-01-10 14:17:42,加油，三连,9becee25
0 days 00:09:35.550000000,2021-01-10,2021-01,2021-01-10 14:17:08,黑砖窑倒闭！！！,29d44c9b
0 days 00:06:35.121000000,2021-01-10,2021-01,2021-01-10 14:16:48,再也不用拼多多 没人性的公司,2c4478fd
0 days 00:10:03.274000000,2021-01-10,2021-01,2021-01-10 14:16:45,必须N+1，必须劳动仲裁,f3c3c7cc
0 days 00:13:26.236000000,2021-01-10,2021-01,2021-01-10 14:16:45,呵呵了,20250cc7
0 days 00:15:05.451000000,2021-01-10,2021-01,2021-01-10 14:16:17,支持你,dffde392
0 days 00:02:31.500000000,2021-01-10,2021-01,2021-01-10 14:16:07,垃圾pdd,6af91710
0 days 00:01:03.078000000,2021-01-10,2021-01,2021-01-10 14:16:01,保护,b76df98a
0 days 00:02:09.964000000,2021-01-10,2021-01,2021-01-10 14:16:00,"听说之前有哥们拉小便池了,太惨了",23d61934
0 days 00:00:25.095000000,2021-01-10,2021-01,2021-01-10 14:15:58,抵制拼多多,29d13954
0 days 00:09:08.428000000,2021-01-10,2021-01,2021-01-10 14:14:26,？？？？？放屁，档案是它有资格能碰的？,60384776
0 days 00:01:27.893000000,2021-01-10,2021-01,2021-01-10 14:14:24,不愧是拼多多,47645254
0 days 00:10:46.918000000,2021-01-10,2021-01,2021-01-10 14:14:22,兄弟挺你,5d607518
0 days 00:10:31.663000000,2021-01-10,2021-01,2021-01-10 14:14:20,加油,b7b393df
0 days 00:00:20.742000000,2021-01-10,2021-01,2021-01-10 14:14:18,加油 用法律武器保护好自己,cc2278c8
0 days 00:00:08.451000000,2021-01-10,2021-01,2021-01-10 14:13:39,没有买卖，就没有杀害，卸载了,479e7a4
0 days 00:00:28.940000000,2021-01-10,2021-01,2021-01-10 14:13:11,三连送你上首页,8e38605b
0 days 00:14:27.271000000,2021-01-10,2021-01,2021-01-10 14:13:11,世界不该是这样的,4b160960
0 days 00:14:08.241000000,2021-01-10,2021-01,2021-01-10 14:12:52,要反抗压迫,4b160960
0 days 00:06:23.665000000,2021-01-10,2021-01,2021-01-10 14:12:50,你做的对 有人站出来 世界才会更好,d57c1e67
0 days 00:06:01.665000000,2021-01-10,2021-01,2021-01-10 14:12:28,带着哭腔 太心疼了,d57c1e67
0 days 00:00:05.417000000,2021-01-10,2021-01,2021-01-10 14:12:06,保护,16736b7d
0 days 00:08:46.301000000,2021-01-10,2021-01,2021-01-10 14:11:53,高光！,bf27519
0 days 00:14:16.339000000,2021-01-10,2021-01,2021-01-10 14:11:29,支持up主,1fde5579
0 days 00:15:03.419000000,2021-01-10,2021-01,2021-01-10 14:11:01,投币点赞了,8e38605b
0 days 00:00:29.382000000,2021-01-10,2021-01,2021-01-10 14:10:58,被辞也是个好事啊,332c70ff
0 days 00:12:32.037000000,2021-01-10,2021-01,2021-01-10 14:10:50,说这种话难道不是正常人的正常反应吗？,ff5e7f5f
0 days 00:00:08.467000000,2021-01-10,2021-01,2021-01-10 14:10:31,salute,c3ff47b5
0 days 00:06:53.814000000,2021-01-10,2021-01,2021-01-10 14:10:29,你很棒,5d607518
0 days 00:00:09.219000000,2021-01-10,2021-01,2021-01-10 14:10:21,卸载pdd，如果你还是人的话,1a9b676e
0 days 00:13:54.198000000,2021-01-10,2021-01,2021-01-10 14:10:12,学生气真的很珍贵，希望各位的学生气不被恶臭的社会消磨掉,d84084c
0 days 00:10:52.651000000,2021-01-10,2021-01,2021-01-10 14:10:06,保护 三连,db541572
0 days 00:00:28.139000000,2021-01-10,2021-01,2021-01-10 14:09:49,保护,adb6e59f
0 days 00:00:02.772000000,2021-01-10,2021-01,2021-01-10 14:09:39,已三连，加油！,479e7a4
0 days 00:10:24.020000000,2021-01-10,2021-01,2021-01-10 14:09:36,挺你，争取自己的合法权益！,e04ed0e7
0 days 00:06:42.474000000,2021-01-10,2021-01,2021-01-10 14:09:11,加油吧小伙子,2eeeb4e7
0 days 00:00:48.744000000,2021-01-10,2021-01,2021-01-10 14:08:51,PDD 简直离谱。,d7d7c7c4
0 days 00:08:21.083000000,2021-01-10,2021-01,2021-01-10 14:08:49,应届工具人,23b82e8c
0 days 00:10:25.868000000,2021-01-10,2021-01,2021-01-10 14:08:44,666,ff5e7f5f
0 days 00:07:24.784000000,2021-01-10,2021-01,2021-01-10 14:08:21,卸载了pdd,8d23beaf
0 days 00:00:25.581000000,2021-01-10,2021-01,2021-01-10 14:08:18,先三连，让更多人看到,1635af03
0 days 00:09:42.790000000,2021-01-10,2021-01,2021-01-10 14:08:11,脉脉不靠谱,bed0c658
0 days 00:08:54.753000000,2021-01-10,2021-01,2021-01-10 14:08:07,硬气，佩服！,e04ed0e7
0 days 00:14:00.423000000,2021-01-10,2021-01,2021-01-10 14:08:04,世界不该这样,ad7b583b
0 days 00:00:48.259000000,2021-01-10,2021-01,2021-01-10 14:08:02,支持,478d6a5c
0 days 00:09:12.656000000,2021-01-10,2021-01,2021-01-10 14:07:57,Up好勇敢,4b160960
0 days 00:10:31.372000000,2021-01-10,2021-01,2021-01-10 14:07:39,加油,8e38605b
0 days 00:14:11.765000000,2021-01-10,2021-01,2021-01-10 14:07:32,思路清晰，逻辑严密,a6e5dc09
0 days 00:09:19.639000000,2021-01-10,2021-01,2021-01-10 14:07:25,保护！！！,1fde5579
0 days 00:00:59.196000000,2021-01-10,2021-01,2021-01-10 14:07:14,加油,f0c0c24
0 days 00:00:18.862000000,2021-01-10,2021-01,2021-01-10 14:07:03,兄弟加油,b7b393df
0 days 00:09:11.902000000,2021-01-10,2021-01,2021-01-10 14:06:58,牛逼！,232974e2
0 days 00:00:14.317000000,2021-01-10,2021-01,2021-01-10 14:06:58,保护,b7b393df
0 days 00:09:30.275000000,2021-01-10,2021-01,2021-01-10 14:06:42,脉脉没有底线的,b28d1c3c
0 days 00:14:11.094000000,2021-01-10,2021-01,2021-01-10 14:06:37,但世界就是这样的,491f8a98
0 days 00:12:28.870000000,2021-01-10,2021-01,2021-01-10 14:06:33,你没错 你是勇敢的正常人,ad7b583b
0 days 00:08:45.709000000,2021-01-10,2021-01,2021-01-10 14:06:32,高级别的废渣,ff5e7f5f
0 days 00:00:17.914000000,2021-01-10,2021-01,2021-01-10 14:06:12,加油！,c9a196b3
0 days 00:07:52.901000000,2021-01-10,2021-01,2021-01-10 14:05:40,和大狗腿hr谈话一定要录音,8e38605b
0 days 00:13:55.817000000,2021-01-10,2021-01,2021-01-10 14:05:25,你很棒,c2feb009
0 days 00:08:56.501000000,2021-01-10,2021-01,2021-01-10 14:05:21,respect,69edcf46
0 days 00:09:04.250000000,2021-01-10,2021-01,2021-01-10 14:05:17,respect,1fe5f7e8
0 days 00:05:54.519000000,2021-01-10,2021-01,2021-01-10 14:05:09,为啥不离职呢,e3e56cfd
0 days 00:00:19.019000000,2021-01-10,2021-01,2021-01-10 14:04:55,支持你,e1bfee9f
0 days 00:05:30.539000000,2021-01-10,2021-01,2021-01-10 14:04:48,为何不劳动仲裁，不辞职,f11cbe42
0 days 00:15:17.954000000,2021-01-10,2021-01,2021-01-10 14:04:39,卸载p d d,21e50cc
0 days 00:10:30.991000000,2021-01-10,2021-01,2021-01-10 14:04:35,仲裁院的人见pdd的还少吗,ad7b583b
0 days 00:13:02.911000000,2021-01-10,2021-01,2021-01-10 14:04:28,笑了,c2feb009
0 days 00:11:32.954000000,2021-01-10,2021-01,2021-01-10 14:04:14,可以B站开公开课？,ff3fd0ea
0 days 00:00:23.578000000,2021-01-10,2021-01,2021-01-10 14:03:58,兄弟加油,5451c3f3
0 days 00:12:59.249000000,2021-01-10,2021-01,2021-01-10 14:03:46,发帖不会改变公司‘强制加班’的事实,2b9acce5
0 days 00:04:39.487000000,2021-01-10,2021-01,2021-01-10 14:03:34,卸载拼多多,8fc98dfd
0 days 00:02:46.569000000,2021-01-10,2021-01,2021-01-10 14:03:33,谢谢你站出来,8d23beaf
0 days 00:09:21.052000000,2021-01-10,2021-01,2021-01-10 14:03:19,怎么能这样啊,6632eea2
0 days 00:14:50.152000000,2021-01-10,2021-01,2021-01-10 14:03:16,本期视频,777c0e05
0 days 00:09:14.428000000,2021-01-10,2021-01,2021-01-10 14:03:12,可怕,6632eea2
0 days 00:09:08.865000000,2021-01-10,2021-01,2021-01-10 14:03:07,太吓人了,6632eea2
0 days 00:06:32.907000000,2021-01-10,2021-01,2021-01-10 14:03:06,不，我们希望这类事不再发生,ff5e7f5f
0 days 00:04:17.757000000,2021-01-10,2021-01,2021-01-10 14:02:53,保护！！！,1fde5579
0 days 00:04:53.684000000,2021-01-10,2021-01,2021-01-10 14:02:40,加油！拼多多一定会倒！,232974e2
0 days 00:08:32.855000000,2021-01-10,2021-01,2021-01-10 14:02:37,去他喵的,ad7b583b
0 days 00:08:50.264000000,2021-01-10,2021-01,2021-01-10 14:02:25,UP真棒！,a6e5dc09
0 days 00:00:14.814000000,2021-01-10,2021-01,2021-01-10 14:02:19,保护,db541572
0 days 00:05:43.346000000,2021-01-10,2021-01,2021-01-10 14:02:01,给钱给到位了呗，你们不辞职说什么都没用。一个愿打一个愿挨。,69593752
0 days 00:07:59.362000000,2021-01-10,2021-01,2021-01-10 14:01:33,支持,1f9f0f02
0 days 00:00:21.159000000,2021-01-10,2021-01,2021-01-10 14:00:42,垃圾拼多多,1d48e4a7
0 days 00:10:25.920000000,2021-01-10,2021-01,2021-01-10 14:00:36,说的对,5cd6dd19
0 days 00:02:23.494000000,2021-01-10,2021-01,2021-01-10 14:00:21,坟厂壮士,c9b56cf4
0 days 00:08:51.860000000,2021-01-10,2021-01,2021-01-10 14:00:08,你不是一个人在战斗,c2feb009
0 days 00:00:15.329000000,2021-01-10,2021-01,2021-01-10 13:59:57,兄弟加油,ceb72091
0 days 00:08:47.593000000,2021-01-10,2021-01,2021-01-10 13:59:56,硬气,c2feb009
0 days 00:08:44.179000000,2021-01-10,2021-01,2021-01-10 13:59:48,加油,c2feb009
0 days 00:03:41.438000000,2021-01-10,2021-01,2021-01-10 13:59:32,作为互联网从业人员，我自发卸载拼多多，不去拼多多应聘，即使曾经去面试过也只是为了练手,ae59a5b7
0 days 00:00:10.376000000,2021-01-10,2021-01,2021-01-10 13:59:25,加油,e986e5d0
0 days 00:15:03.440000000,2021-01-10,2021-01,2021-01-10 13:59:00,up主好勇敢,5defbbd8
0 days 00:00:07.980000000,2021-01-10,2021-01,2021-01-10 13:58:54,加油！,64136f94
0 days 00:04:14.517000000,2021-01-10,2021-01,2021-01-10 13:58:52,这个世界会好吗,f0da1873
0 days 00:13:26.830000000,2021-01-10,2021-01,2021-01-10 13:58:25,我严重怀疑你的领导是阿里跳过去的。,af77fcfa
0 days 00:14:03.443000000,2021-01-10,2021-01,2021-01-10 13:58:20,学生气真好,5defbbd8
0 days 00:03:58.015000000,2021-01-10,2021-01,2021-01-10 13:58:05,加油,a6e5dc09
0 days 00:13:25.440000000,2021-01-10,2021-01,2021-01-10 13:57:58,兄弟 太真实,9f64ddca
0 days 00:00:33.612000000,2021-01-10,2021-01,2021-01-10 13:57:56,同是19届,839914b6
0 days 00:03:08.863000000,2021-01-10,2021-01,2021-01-10 13:57:55,补一条，拼多多法定节假日单倍工资，不是三倍,44abc7cc
0 days 00:12:48.070000000,2021-01-10,2021-01,2021-01-10 13:57:46,直属领导被洗脑。符合公司价值观。,af77fcfa
0 days 00:08:18.387000000,2021-01-10,2021-01,2021-01-10 13:57:45,...说出事实叫摸黑了,f93db4a8
0 days 00:00:16.344000000,2021-01-10,2021-01,2021-01-10 13:57:39,保护,5a6a6745
0 days 00:08:51.989000000,2021-01-10,2021-01,2021-01-10 13:57:39,瑞思拜,c53dd617
0 days 00:06:28.244000000,2021-01-10,2021-01,2021-01-10 13:57:29,你也很勇敢,c2feb009
0 days 00:09:41.621000000,2021-01-10,2021-01,2021-01-10 13:57:12,不会大家觉得脉脉是真匿名吧？,898d2ee7
0 days 00:08:21.042000000,2021-01-10,2021-01,2021-01-10 13:57:09,熟悉的套路,c53dd617
0 days 00:06:05.715000000,2021-01-10,2021-01,2021-01-10 13:57:01,加油,c2feb009
0 days 00:10:23.124000000,2021-01-10,2021-01,2021-01-10 13:56:26,你做得对,68df6c1f
0 days 00:07:10.190000000,2021-01-10,2021-01,2021-01-10 13:55:57,真的迷惑,c53dd617
0 days 00:01:10.397000000,2021-01-10,2021-01,2021-01-10 13:55:48,少年强中国强,f0da1873
0 days 00:10:39.882000000,2021-01-10,2021-01,2021-01-10 13:55:13,nb,9f64ddca
0 days 00:15:15.783000000,2021-01-10,2021-01,2021-01-10 13:55:12,加油,87ae4d88
0 days 00:04:17.000000000,2021-01-10,2021-01,2021-01-10 13:55:09,这个世界不应该是这样的,c2feb009
0 days 00:08:56.937000000,2021-01-10,2021-01,2021-01-10 13:54:53,牛,68df6c1f
0 days 00:04:04.969000000,2021-01-10,2021-01,2021-01-10 13:54:44,加油,c2feb009
0 days 00:13:21.265000000,2021-01-10,2021-01,2021-01-10 13:54:42,pdd百亿补贴挺好的,31eb877f
0 days 00:08:48.624000000,2021-01-10,2021-01,2021-01-10 13:54:32,老哥硬气,aa7a75f4
0 days 00:02:08.029000000,2021-01-10,2021-01,2021-01-10 13:54:10,380?30天无休一天13个小时？,264c23f2
0 days 00:00:18.153000000,2021-01-10,2021-01,2021-01-10 13:53:32,保护,be4d3ee0
0 days 00:01:50.635000000,2021-01-10,2021-01,2021-01-10 13:53:17,380~~?????,e9ee637f
0 days 00:00:26.587000000,2021-01-10,2021-01,2021-01-10 13:53:12,加油,6288975a
0 days 00:01:05.041000000,2021-01-10,2021-01,2021-01-10 13:53:07,保护,264c23f2
0 days 00:01:33.517000000,2021-01-10,2021-01,2021-01-10 13:53:00,PDD 果然是PDD~~~,e9ee637f
0 days 00:01:26.113000000,2021-01-10,2021-01,2021-01-10 13:52:52,PDD真牛逼~~~,e9ee637f
0 days 00:14:12.402000000,2021-01-10,2021-01,2021-01-10 13:51:38,你才是那个体面的聪明的正常的成年人,85985440
0 days 00:08:59.957000000,2021-01-10,2021-01,2021-01-10 13:51:23,加油，salute,fdc23a5c
0 days 00:14:44.379000000,2021-01-10,2021-01,2021-01-10 13:51:04,本分?,40f469eb
0 days 00:05:00.137000000,2021-01-10,2021-01,2021-01-10 13:50:53,难受,68df6c1f
0 days 00:07:52.280000000,2021-01-10,2021-01,2021-01-10 13:50:43,求hr和主管4个m,d8694d79
0 days 00:00:24.282000000,2021-01-10,2021-01,2021-01-10 13:50:22,保护,9dd8531f
0 days 00:13:08.862000000,2021-01-10,2021-01,2021-01-10 13:50:10,说得好,85985440
0 days 00:04:44.303000000,2021-01-10,2021-01,2021-01-10 13:49:21,排不到厕所哈哈哈哈哈,847fb16e
0 days 00:01:25.773000000,2021-01-10,2021-01,2021-01-10 13:49:10,？？？,e530062c
0 days 00:00:11.941000000,2021-01-10,2021-01,2021-01-10 13:48:56,春节时动员全家族远离这渣滓开的公司。,73f92a9f
0 days 00:04:19.854000000,2021-01-10,2021-01,2021-01-10 13:48:37,想起了富士康，在工厂里员工就是工具人，不能有思想,55d7a444
0 days 00:00:18.919000000,2021-01-10,2021-01,2021-01-10 13:48:34,抵制拼多多,5d0c5ee2
0 days 00:00:17.037000000,2021-01-10,2021-01,2021-01-10 13:48:24,保护,e530062c
0 days 00:09:25.636000000,2021-01-10,2021-01,2021-01-10 13:48:21,脉脉股价要大跌了,63a80d93
0 days 00:03:20.907000000,2021-01-10,2021-01,2021-01-10 13:47:39,拼多多员工为什么这么能忍,777c0e05
0 days 00:00:38.791000000,2021-01-10,2021-01,2021-01-10 13:47:21,垃圾拼多多,264c23f2
0 days 00:09:18.011000000,2021-01-10,2021-01,2021-01-10 13:45:25,up，支持,73c70307
0 days 00:00:32.403000000,2021-01-10,2021-01,2021-01-10 13:44:09,勇士,c3e072ea
0 days 00:14:59.917000000,2021-01-10,2021-01,2021-01-10 13:44:05,支持,e2389277
0 days 00:10:20.852000000,2021-01-10,2021-01,2021-01-10 13:43:14,有没有期权呢,2b2e89a1
0 days 00:13:20.392000000,2021-01-10,2021-01,2021-01-10 13:43:07,说了实话，招不到人,ce9dc90e
0 days 00:14:42.620000000,2021-01-10,2021-01,2021-01-10 13:42:37,支持up！,f6fb9d29
0 days 00:08:49.476000000,2021-01-10,2021-01,2021-01-10 13:42:33,NB,55b02340
0 days 00:00:25.807000000,2021-01-10,2021-01,2021-01-10 13:41:17,我TM直接一键三连,5d6944a9
0 days 00:04:11.102000000,2021-01-10,2021-01,2021-01-10 13:41:09,世界不该是这样的,85985440
0 days 00:07:16.438000000,2021-01-10,2021-01,2021-01-10 13:40:58,支持你,7e28da1e
0 days 00:01:51.223000000,2021-01-10,2021-01,2021-01-10 13:40:11,建议加上字幕,ae757c83
0 days 00:14:05.471000000,2021-01-10,2021-01,2021-01-10 13:39:43,为什么要隐藏……,b3557dd8
0 days 00:06:29.940000000,2021-01-10,2021-01,2021-01-10 13:39:17,无不无良就看给不给加班费了,2b2e89a1
0 days 00:08:44.571000000,2021-01-10,2021-01,2021-01-10 13:38:31,哈哈，硬气,ce9dc90e
0 days 00:14:07.246000000,2021-01-10,2021-01,2021-01-10 13:38:15,挺你！！！！！！！！,7a00e818
0 days 00:01:13.260000000,2021-01-10,2021-01,2021-01-10 13:37:21,保护！,2162351a
0 days 00:01:22.744000000,2021-01-10,2021-01,2021-01-10 13:37:08,哥们牛逼，愿意发声就是牛逼！,6735256c
0 days 00:02:21.311000000,2021-01-10,2021-01,2021-01-10 13:34:35,儿童医院也只有5天，还不是连休的那种。。。,d61a6412
0 days 00:02:04.110000000,2021-01-10,2021-01,2021-01-10 13:34:10,勇士！！,d84d05a
0 days 00:00:06.799000000,2021-01-10,2021-01,2021-01-10 13:33:55,加油,cd8ef558
0 days 00:00:28.784000000,2021-01-10,2021-01,2021-01-10 13:33:22,顶上去,56649be4
0 days 00:12:11.119000000,2021-01-10,2021-01,2021-01-10 13:33:10,你只是说出了一个正常人会说的话,b6e447bd
0 days 00:11:07.887000000,2021-01-10,2021-01,2021-01-10 13:32:38,我要我要,a72962b4
0 days 00:00:52.833000000,2021-01-10,2021-01,2021-01-10 13:32:12,保重,d8776763
0 days 00:01:47.176000000,2021-01-10,2021-01,2021-01-10 13:32:03,3百8,886dc697
0 days 00:01:33.427000000,2021-01-10,2021-01,2021-01-10 13:31:48,在看的扣1,2920be70
0 days 00:01:02.540000000,2021-01-10,2021-01,2021-01-10 13:31:18,保护,2920be70
0 days 00:00:15.585000000,2021-01-10,2021-01,2021-01-10 13:31:10,111,6ddea84
0 days 00:00:37.224000000,2021-01-10,2021-01,2021-01-10 13:30:54,保护,479e7a4
0 days 00:00:27.730000000,2021-01-10,2021-01,2021-01-10 13:30:18,支持你！,b400750c
0 days 00:06:36.946000000,2021-01-10,2021-01,2021-01-10 13:29:44,PDD是真的恶臭,725e0189
0 days 00:01:27.712000000,2021-01-10,2021-01,2021-01-10 13:28:46,西瓜,cf6184ac
0 days 00:02:30.139000000,2021-01-10,2021-01,2021-01-10 13:28:44,不当人看待根本 过分,ddc6c1fa
0 days 00:14:07.601000000,2021-01-10,2021-01,2021-01-10 13:28:16,NB,6e738ad4
0 days 00:08:27.640000000,2021-01-10,2021-01,2021-01-10 13:28:02,up加油,49bf5f58
0 days 00:01:24.499000000,2021-01-10,2021-01,2021-01-10 13:27:27,恐怖,ddc6c1fa
0 days 00:09:26.571000000,2021-01-10,2021-01,2021-01-10 13:25:20,保护,69b725e6
0 days 00:09:19.006000000,2021-01-10,2021-01,2021-01-10 13:25:12,保护,69b725e6
0 days 00:00:58.869000000,2021-01-10,2021-01,2021-01-10 13:25:06,保护,590b637e
0 days 00:09:08.878000000,2021-01-10,2021-01,2021-01-10 13:25:02,把保护打在公屏上,69b725e6
0 days 00:10:28.999000000,2021-01-10,2021-01,2021-01-10 13:24:08,加油,40473ded
0 days 00:00:13.350000000,2021-01-10,2021-01,2021-01-10 13:23:54,先三连了,908a29f3
0 days 00:05:00.578000000,2021-01-10,2021-01,2021-01-10 13:23:35,勇士，加油,2f5d8e93
0 days 00:00:23.817000000,2021-01-10,2021-01,2021-01-10 13:22:22,保护！,aa29a06a
0 days 00:06:27.733000000,2021-01-10,2021-01,2021-01-10 13:22:21,好可怕啊,69b725e6
0 days 00:06:46.008000000,2021-01-10,2021-01,2021-01-10 13:21:20,加油！,390f427
0 days 00:06:43.317000000,2021-01-10,2021-01,2021-01-10 13:21:05,你很棒,7adf46f7
0 days 00:03:14.112000000,2021-01-10,2021-01,2021-01-10 13:20:31,不容易,c9206c57
0 days 00:01:25.070000000,2021-01-10,2021-01,2021-01-10 13:16:49,加油啊,403bf1f8
0 days 00:02:21.685000000,2021-01-10,2021-01,2021-01-10 13:16:30,黄铮不是人,3595f1f7
0 days 00:01:50.426000000,2021-01-10,2021-01,2021-01-10 13:16:12,PDD真垃圾,64915ee8
0 days 00:00:08.069000000,2021-01-10,2021-01,2021-01-10 13:16:06,1111,7f3efc16
0 days 00:00:47.333000000,2021-01-10,2021-01,2021-01-10 13:15:36,兄弟，牛逼啊！勇者！,d46bbf80
0 days 00:01:00.797000000,2021-01-10,2021-01,2021-01-10 13:15:09,血汗工厂,3595f1f7
0 days 00:00:59.113000000,2021-01-10,2021-01,2021-01-10 13:12:48,加油,f4ff16ae
0 days 00:00:14.945000000,2021-01-10,2021-01,2021-01-10 13:12:44,弹幕呢,619ba891
0 days 00:09:48.154000000,2021-01-10,2021-01,2021-01-10 11:12:56,脉脉就是个笑话,d446a1fb
0 days 00:15:05.354000000,2021-01-10,2021-01,2021-01-10 11:12:24,支持你已投币,bcd30592
0 days 00:14:20.903000000,2021-01-10,2021-01,2021-01-10 11:12:07,春招见,39e2624f
0 days 00:08:56.151000000,2021-01-10,2021-01,2021-01-10 11:12:04,硬气,d446a1fb
0 days 00:14:13.064000000,2021-01-10,2021-01,2021-01-10 11:11:59,应届生不敢去了,39e2624f
