dm_time,send_date,send_month,send_time,text,user_id
0 days 00:13:30.239000000,2021-01-11,2021-01,2021-01-10 18:28:20,何不食肉糜,9ce1cefd
0 days 00:13:21.907000000,2021-01-11,2021-01,2021-01-10 18:28:15,惊了,9ce1cefd
0 days 00:00:35.476000000,2021-01-11,2021-01,2021-01-10 18:27:45,和我一样的年纪啊,64eadcb7
0 days 00:01:31.953000000,2021-01-11,2021-01,2021-01-10 18:25:57,300个小时???,651c697
0 days 00:09:27.351000000,2021-01-11,2021-01,2021-01-10 18:25:39,爷们儿！！！,9ce1cefd
0 days 00:13:17.297000000,2021-01-11,2021-01,2021-01-10 18:25:18,这主管是人渣,580fe0f1
0 days 00:12:13.512000000,2021-01-11,2021-01,2021-01-10 18:24:14,什么压力，这是人的本能,580fe0f1
0 days 00:00:10.396000000,2021-01-11,2021-01,2021-01-10 18:23:50,加油兄弟！,6be0ab12
0 days 00:11:19.655000000,2021-01-11,2021-01,2021-01-10 18:23:21,对，这个有可能算做旷工,580fe0f1
0 days 00:10:30.931000000,2021-01-11,2021-01,2021-01-10 18:22:32,别怕、,580fe0f1
0 days 00:10:18.327000000,2021-01-11,2021-01,2021-01-10 18:22:19,应该提起劳动仲裁,580fe0f1
0 days 00:10:48.369000000,2021-01-11,2021-01,2021-01-10 18:21:51,学法的重要性,8f3c27da
0 days 00:03:28.610000000,2021-01-11,2021-01,2021-01-10 18:21:39,惊了,9ce1cefd
0 days 00:09:33.633000000,2021-01-11,2021-01,2021-01-10 18:21:35,脉脉就是垃圾,580fe0f1
0 days 00:01:48.440000000,2021-01-11,2021-01,2021-01-10 18:20:33,380个小时。。。。。。,9ce1cefd
0 days 00:06:30.868000000,2021-01-11,2021-01,2021-01-10 18:19:59,希望这个视频能让更多人看到...,438b719d
0 days 00:09:24.700000000,2021-01-11,2021-01,2021-01-10 18:19:36,保护,265f196
0 days 00:00:17.722000000,2021-01-11,2021-01,2021-01-10 18:18:28,投了，加油！,9e2874c2
0 days 00:00:23.140000000,2021-01-11,2021-01,2021-01-10 18:17:02,支持你兄弟！！,1b736920
0 days 00:00:00.000000000,2021-01-11,2021-01,2021-01-10 18:16:49,保护,aed44a4e
0 days 00:00:00.000000000,2021-01-11,2021-01,2021-01-10 18:16:44,保护,aed44a4e
0 days 00:14:16.688000000,2021-01-11,2021-01,2021-01-10 18:15:46,加油,f9512d2d
0 days 00:00:10.899000000,2021-01-11,2021-01,2021-01-10 18:14:46,保护,fa58b55
0 days 00:09:12.765000000,2021-01-11,2021-01,2021-01-10 18:14:19,respect ,8f518e08
0 days 00:06:41.517000000,2021-01-11,2021-01,2021-01-10 18:13:25,你才是真正的勇士,34683b39
0 days 00:13:50.325000000,2021-01-11,2021-01,2021-01-10 18:12:53,不要失去这份赤子之心，我发誓我也不会失去的,67f5373d
0 days 00:02:23.987000000,2021-01-11,2021-01,2021-01-10 18:11:38,四大狗表示没放过长假（doge）,1e49396c
0 days 00:01:42.667000000,2021-01-11,2021-01,2021-01-10 18:11:33,保护,359e436a
0 days 00:08:20.278000000,2021-01-11,2021-01,2021-01-10 18:10:37,不然很被动,460f901c
0 days 00:08:09.239000000,2021-01-11,2021-01,2021-01-10 18:10:26,确实应该录音的,460f901c
0 days 00:09:18.932000000,2021-01-11,2021-01,2021-01-10 18:10:21,牛逼啊兄弟,457f04c9
0 days 00:00:21.861000000,2021-01-11,2021-01,2021-01-10 18:10:16,滋磁！垃圾公司血汗工厂早日倒闭,d40c4386
0 days 00:13:24.470000000,2021-01-11,2021-01,2021-01-10 18:09:45,一句话：我说的是事实，候选人应该知道的事实,363774fc
0 days 00:00:55.008000000,2021-01-11,2021-01,2021-01-10 18:09:23,保护走一波,1e49396c
0 days 00:13:22.250000000,2021-01-11,2021-01,2021-01-10 18:09:15,人没了确实没压力了,5d4a8563
0 days 00:00:05.865000000,2021-01-11,2021-01,2021-01-10 18:08:48,转发转发转发,575be166
0 days 00:00:05.865000000,2021-01-11,2021-01,2021-01-10 18:08:40,转发转发转发,575be166
0 days 00:00:05.353000000,2021-01-11,2021-01,2021-01-10 18:08:26,转发转发转发,575be166
0 days 00:01:39.311000000,2021-01-11,2021-01,2021-01-10 18:08:23,初生牛犊不怕虎,34683b39
0 days 00:03:32.403000000,2021-01-11,2021-01,2021-01-10 18:07:53,第一次直接三连,24344c4c
0 days 00:11:48.068000000,2021-01-11,2021-01,2021-01-10 18:07:46,"这个强度的压榨，哪里有展现出自己人格的空间啊,,,",363774fc
0 days 00:04:56.822000000,2021-01-11,2021-01,2021-01-10 18:07:08,最聪明？,906615f7
0 days 00:02:49.083000000,2021-01-11,2021-01,2021-01-10 18:06:43,就是不再选择隐忍,24344c4c
0 days 00:02:41.363000000,2021-01-11,2021-01,2021-01-10 18:06:15,要是我都深度抑郁症了,24344c4c
0 days 00:08:48.937000000,2021-01-11,2021-01,2021-01-10 18:06:15,又想裁员又不给钱，可以,602c8a8e
0 days 00:14:58.501000000,2021-01-11,2021-01,2021-01-10 18:05:27,1,5afe9a5e
0 days 00:02:04.083000000,2021-01-11,2021-01,2021-01-10 18:05:20,pdd厕所不够用所以员工得肠痉挛，,24344c4c
0 days 00:00:07.843000000,2021-01-11,2021-01,2021-01-10 18:05:06,瑞思拜,fa88a92e
0 days 00:13:19.145000000,2021-01-11,2021-01,2021-01-10 18:04:14,人没了压力不就消失了（。）,9a87e254
0 days 00:08:34.057000000,2021-01-11,2021-01,2021-01-10 18:04:07,赤裸裸的威胁,5d4a8563
0 days 00:00:23.855000000,2021-01-11,2021-01,2021-01-10 18:02:51,保护,1e21d96f
0 days 00:03:41.727000000,2021-01-11,2021-01,2021-01-10 18:02:12,让我感到匪夷所思的是，一个卖假货的平台是怎么在美国上市的…,7ea43045
0 days 00:00:18.748000000,2021-01-11,2021-01,2021-01-10 18:01:18,支持,a76253ef
0 days 00:00:14.142000000,2021-01-11,2021-01,2021-01-10 18:00:50,保护,457f04c9
0 days 00:09:22.564000000,2021-01-11,2021-01,2021-01-10 17:59:56,salute！,99922b23
0 days 00:07:57.373000000,2021-01-11,2021-01,2021-01-10 17:59:49,不止是公司吧，民办大学也会这样和学生说,8da7c8ec
0 days 00:09:45.892000000,2021-01-11,2021-01,2021-01-10 17:59:27,做得对，我很佩服你，真的,29938042
0 days 00:00:13.860000000,2021-01-11,2021-01,2021-01-10 17:59:14,加油,65812fe4
0 days 00:12:07.738000000,2021-01-11,2021-01,2021-01-10 17:58:57,嗯，因为我还有良心,a6efb241
0 days 00:03:31.295000000,2021-01-11,2021-01,2021-01-10 17:58:48,已卸载！,32b5ea99
0 days 00:01:50.236000000,2021-01-11,2021-01,2021-01-10 17:58:27,380个小时干锤子啊,5d4a8563
0 days 00:15:06.388000000,2021-01-11,2021-01,2021-01-10 17:57:49,卸载了拼多多,48d436cc
0 days 00:13:23.955000000,2021-01-11,2021-01,2021-01-10 17:57:47,没价值的拼多多 卸了,a780b855
0 days 00:01:13.278000000,2021-01-11,2021-01,2021-01-10 17:56:31,抵制pdd，整天卖假货，还压榨员工,c1116a3
0 days 00:02:23.410000000,2021-01-11,2021-01,2021-01-10 17:56:27,我只有四天,be935630
0 days 00:09:25.249000000,2021-01-11,2021-01,2021-01-10 17:55:42,不用问，没有匿名那一说,a6efb241
0 days 00:08:44.760000000,2021-01-11,2021-01,2021-01-10 17:54:03,勇士我敬你！,a6efb241
0 days 00:11:31.835000000,2021-01-11,2021-01,2021-01-10 17:52:44,正常不代表正义,5cb5e7e2
0 days 00:03:36.421000000,2021-01-11,2021-01,2021-01-10 17:52:35,刚装修完直接要你去上班的果断辞职吧，什么工作都不值得用癌症来换,7334f669
0 days 00:00:19.279000000,2021-01-11,2021-01,2021-01-10 17:51:39,保护,252e975
0 days 00:02:30.267000000,2021-01-11,2021-01,2021-01-10 17:50:44,试一试,8893afe
0 days 00:02:42.874000000,2021-01-11,2021-01,2021-01-10 17:50:12,中建放了三天,ca574963
0 days 00:00:30.526000000,2021-01-11,2021-01,2021-01-10 17:49:25,顶上去！！！！,10c83600
0 days 00:14:30.961000000,2021-01-11,2021-01,2021-01-10 17:48:57,你主管说这翻话的意思是，平时没看出来你不是个合格的社畜啊，呵呵,627cf0bb
0 days 00:14:00.164000000,2021-01-11,2021-01,2021-01-10 17:48:31,不错，诉他,6d9da953
0 days 00:14:16.696000000,2021-01-11,2021-01,2021-01-10 17:47:22,顶紫霞,4614dc7d
0 days 00:00:18.345000000,2021-01-11,2021-01,2021-01-10 17:47:10,保护,caddc2f9
0 days 00:00:13.455000000,2021-01-11,2021-01,2021-01-10 17:47:05,保护,caddc2f9
0 days 00:00:06.210000000,2021-01-11,2021-01,2021-01-10 17:46:26,保护！！！,c6aa2c95
0 days 00:13:39.262000000,2021-01-11,2021-01,2021-01-10 17:46:03,小哥真的是少有的表达精准思路清晰的人,c9f90dd7
0 days 00:05:03.567000000,2021-01-11,2021-01,2021-01-10 17:44:45,拼多多基本都是985211吧,5a30a40c
0 days 00:05:45.165000000,2021-01-11,2021-01,2021-01-10 17:43:58,拼多多这公司是真的  除了对消费者  稍微好一点  是真各方面压,425cdd84
0 days 00:14:16.622000000,2021-01-11,2021-01,2021-01-10 17:42:50,唉,f58f1022
0 days 00:02:02.846000000,2021-01-11,2021-01,2021-01-10 17:40:16,拼多多真的牛批    压员工  压商家,425cdd84
0 days 00:14:08.620000000,2021-01-11,2021-01,2021-01-10 17:39:50,respect,e4e3b4e7
0 days 00:13:59.980000000,2021-01-11,2021-01,2021-01-10 17:39:32,顶上去,e4e3b4e7
0 days 00:10:50.030000000,2021-01-11,2021-01,2021-01-10 17:38:21,支持！好小伙！,718a7dd
0 days 00:14:13.834000000,2021-01-11,2021-01,2021-01-10 17:38:08,是啊，哭了！！！,858a0a1
0 days 00:08:21.345000000,2021-01-11,2021-01,2021-01-10 17:36:55,Hr也都没人性么？这个世界是怎么了,f58f1022
0 days 00:01:28.452000000,2021-01-11,2021-01,2021-01-10 17:36:30,保护！！！,6b5fab16
0 days 00:00:33.685000000,2021-01-11,2021-01,2021-01-10 17:36:25,加油 支持你,55e278e9
0 days 00:00:21.839000000,2021-01-11,2021-01,2021-01-10 17:36:14,联合抵制拼多多,e40d59f3
0 days 00:02:07.601000000,2021-01-11,2021-01,2021-01-10 17:36:01,这个时间太过分了，如果是单休380/26=15,e1b337ff
0 days 00:01:16.835000000,2021-01-11,2021-01,2021-01-10 17:35:53,加油，同19届，支持你,80d05a0c
0 days 00:07:11.271000000,2021-01-11,2021-01,2021-01-10 17:35:45,老哥，走了是福,f58f1022
0 days 00:14:08.678000000,2021-01-11,2021-01,2021-01-10 17:35:10,正道的光,e75e95e5
0 days 00:13:52.677000000,2021-01-11,2021-01,2021-01-10 17:34:54,怼的漂亮,e75e95e5
0 days 00:14:05.501000000,2021-01-11,2021-01,2021-01-10 17:34:40,学长，加油,b9aeeeef
0 days 00:01:12.754000000,2021-01-11,2021-01,2021-01-10 17:34:35,支持,20e0ea59
0 days 00:00:09.569000000,2021-01-11,2021-01,2021-01-10 17:33:32,加热,20e0ea59
0 days 00:00:00.000000000,2021-01-11,2021-01,2021-01-10 17:32:59,建议上传GitHub永久保存,161873b4
0 days 00:10:28.316000000,2021-01-11,2021-01,2021-01-10 17:32:56,他为何不让你发言 就是他们在维护他们自己利益压榨你得利益~他为何不让你发言 就是他们在维护他们自己利益压榨你得利益~,bdb413ca
0 days 00:10:16.828000000,2021-01-11,2021-01,2021-01-10 17:32:48,他为何不让你发言 就是他们在维护他们自己利益压榨你得利益~,bdb413ca
0 days 00:13:44.554000000,2021-01-11,2021-01,2021-01-10 17:32:43,我们直接延期半年年,6b9c2833
0 days 00:00:22.384000000,2021-01-11,2021-01,2021-01-10 17:32:17,加油,1e34e99a
0 days 00:00:21.156000000,2021-01-11,2021-01,2021-01-10 17:32:04,先三连增加推荐机会,3aa85cbc
0 days 00:10:25.174000000,2021-01-11,2021-01,2021-01-10 17:31:27,干的漂亮,e75e95e5
0 days 00:00:29.045000000,2021-01-11,2021-01,2021-01-10 17:31:25,保护,ba6c9d7c
0 days 00:08:01.708000000,2021-01-11,2021-01,2021-01-10 17:31:18,不聪明了 该录音~~~,bdb413ca
0 days 00:00:01.000000000,2021-01-11,2021-01,2021-01-10 17:31:04,拼夕夕喜提“坟厂”称号,a4513995
0 days 00:03:07.113000000,2021-01-11,2021-01,2021-01-10 17:30:56,开头一直听到这里都跟自己公司一样，只是没这么狠,924bf85c
0 days 00:06:21.356000000,2021-01-11,2021-01,2021-01-10 17:30:35,匿名为什么会被发现,3d4a548b
0 days 00:08:47.172000000,2021-01-11,2021-01,2021-01-10 17:29:49,骗人的,e75e95e5
0 days 00:05:16.855000000,2021-01-11,2021-01,2021-01-10 17:29:30,看的哽咽了 ,3d4a548b
0 days 00:08:17.672000000,2021-01-11,2021-01,2021-01-10 17:29:19,不要脸,e75e95e5
0 days 00:05:01.355000000,2021-01-11,2021-01,2021-01-10 17:29:15,up主加油,3d4a548b
0 days 00:03:48.881000000,2021-01-11,2021-01,2021-01-10 17:29:05,说给钱你去的 人家只要985好不好,b472d49a
0 days 00:00:20.781000000,2021-01-11,2021-01,2021-01-10 17:28:51,解决不了问题就解决提出问题的人,68210aa
0 days 00:15:16.947000000,2021-01-11,2021-01,2021-01-10 17:28:51,pdd真的如传闻中一样变态压榨员工,b3b5ebdb
0 days 00:09:31.575000000,2021-01-11,2021-01,2021-01-10 17:28:29,我们加班餐8点钟哈哈哈,6b9c2833
0 days 00:00:01.359000000,2021-01-11,2021-01,2021-01-10 17:28:26,我辈岂是蓬蒿人,1638ad3b
0 days 00:15:16.371000000,2021-01-11,2021-01,2021-01-10 17:28:24,感谢你站出来！！你不是一个人,af9203c4
0 days 00:10:55.771000000,2021-01-11,2021-01,2021-01-10 17:28:16,有远见，兄弟,632aa91
0 days 00:09:55.614000000,2021-01-11,2021-01,2021-01-10 17:27:16,如果有需要的帮助一定跟大家说,632aa91
0 days 00:11:38.107000000,2021-01-11,2021-01,2021-01-10 17:27:14,你真是一点不懂,378088
0 days 00:13:58.620000000,2021-01-11,2021-01,2021-01-10 17:27:14,事情就应该是它本来的样子,c3fb5217
0 days 00:10:45.458000000,2021-01-11,2021-01,2021-01-10 17:27:06,加油,e308aba8
0 days 00:02:52.854000000,2021-01-11,2021-01,2021-01-10 17:27:06,血汗工厂,3d4a548b
0 days 00:08:06.435000000,2021-01-11,2021-01,2021-01-10 17:27:06,脉脉我真的是吐了,34351e7c
0 days 00:09:30.992000000,2021-01-11,2021-01,2021-01-10 17:26:51,心疼，照顾好自己,632aa91
0 days 00:13:36.445000000,2021-01-11,2021-01,2021-01-10 17:26:43,最后这段对话太牛逼了,b3b5ebdb
0 days 00:01:03.980000000,2021-01-11,2021-01,2021-01-10 17:26:30,加油,e4e3b4e7
0 days 00:13:06.665000000,2021-01-11,2021-01,2021-01-10 17:25:57,公司自己做的事儿 还怕说？,af9203c4
0 days 00:03:37.669000000,2021-01-11,2021-01,2021-01-10 17:25:55,拼多多快倒闭吧,1b2c1460
0 days 00:00:19.613000000,2021-01-11,2021-01,2021-01-10 17:25:17,三连安排！,76c44b37
0 days 00:04:12.168000000,2021-01-11,2021-01,2021-01-10 17:25:14,加油,e75e95e5
0 days 00:04:23.239000000,2021-01-11,2021-01,2021-01-10 17:24:50,之前就听在拼多多工作的一个朋友说她国庆会提前收假。。,26c4a0ff
0 days 00:00:25.538000000,2021-01-11,2021-01,2021-01-10 17:23:47,顶,fb67dad1
0 days 00:01:47.538000000,2021-01-11,2021-01,2021-01-10 17:23:45,卧槽,bc871d9b
0 days 00:09:17.758000000,2021-01-11,2021-01,2021-01-10 17:23:44,salute,b05c165d
0 days 00:03:05.870000000,2021-01-11,2021-01,2021-01-10 17:22:53,拼多多的低价怎么来的,ae9bce3
0 days 00:00:04.406000000,2021-01-11,2021-01,2021-01-10 17:22:43,你不转我不转 轮到自己没人管,4209573c
0 days 00:06:34.126000000,2021-01-11,2021-01,2021-01-10 17:22:01,你也很勇敢,64ecaf03
0 days 00:09:07.840000000,2021-01-11,2021-01,2021-01-10 17:21:44,爽,4b73b17a
0 days 00:00:10.992000000,2021-01-11,2021-01,2021-01-10 17:21:18,垃圾公司,31c3a488
0 days 00:15:14.677000000,2021-01-11,2021-01,2021-01-10 17:21:08,加油加油,71cda690
0 days 00:02:37.710000000,2021-01-11,2021-01,2021-01-10 17:20:46,请大家把保护打在公屏上,bb6fa817
0 days 00:12:14.362000000,2021-01-11,2021-01,2021-01-10 17:20:14,麻木了,5b65bbb5
0 days 00:01:57.121000000,2021-01-11,2021-01,2021-01-10 17:19:38,所有互联网公司都不把人当人看！,f0f8f508
0 days 00:00:33.817000000,2021-01-11,2021-01,2021-01-10 17:19:08,加油！,b2aeab88
0 days 00:03:43.606000000,2021-01-11,2021-01,2021-01-10 17:19:02,我们8点半的员工餐哈哈哈哈哈,6b9c2833
0 days 00:00:23.551000000,2021-01-11,2021-01,2021-01-10 17:19:01,保护,acf3971c
0 days 00:00:22.675000000,2021-01-11,2021-01,2021-01-10 17:18:49,保护,b0ef4ac7
0 days 00:03:08.905000000,2021-01-11,2021-01,2021-01-10 17:18:33,来美团吧,51df173
0 days 00:02:42.605000000,2021-01-11,2021-01,2021-01-10 17:18:01,我上年100多小时的加班工时被清零了,6b9c2833
0 days 00:09:17.466000000,2021-01-11,2021-01,2021-01-10 17:17:11,现在都什么时候  还以为是以前 就你这个工作存活？,9ea881cc
0 days 00:14:10.808000000,2021-01-11,2021-01,2021-01-10 17:17:10,嗯～！,f34ee135
0 days 00:15:14.510000000,2021-01-11,2021-01,2021-01-10 17:16:02,没有必要为了工作影响原本的生活,998c275d
0 days 00:15:00.476000000,2021-01-11,2021-01,2021-01-10 17:15:48,干不了就不干,998c275d
0 days 00:14:54.383000000,2021-01-11,2021-01,2021-01-10 17:15:42,工作不是全部,998c275d
0 days 00:06:57.502000000,2021-01-11,2021-01,2021-01-10 17:15:40,抵抗也许没有用，但抵抗的姿态很重要,bfc28a60
0 days 00:00:32.114000000,2021-01-11,2021-01,2021-01-10 17:15:27,感谢您的发声,38ae7856
0 days 00:00:23.359000000,2021-01-11,2021-01,2021-01-10 17:15:18,加油,38ae7856
0 days 00:00:20.919000000,2021-01-11,2021-01,2021-01-10 17:15:15,加油,ed56fca8
0 days 00:00:18.513000000,2021-01-11,2021-01,2021-01-10 17:15:14,保护,38ae7856
0 days 00:08:40.261000000,2021-01-11,2021-01,2021-01-10 17:14:48,拼多多的狗HR,13c3bc15
0 days 00:10:49.678000000,2021-01-11,2021-01,2021-01-10 17:14:35,脉脉真TM。。。,8ef377c7
0 days 00:14:55.465000000,2021-01-11,2021-01,2021-01-10 17:14:05,已卸载pdd,10f25852
0 days 00:09:40.697000000,2021-01-11,2021-01,2021-01-10 17:13:47,真的勇士！！！,9948d2e7
0 days 00:00:13.853000000,2021-01-11,2021-01,2021-01-10 17:13:31,保护,cf373417
0 days 00:13:19.099000000,2021-01-11,2021-01,2021-01-10 17:13:27,弹幕护体,69f32889
0 days 00:00:07.699000000,2021-01-11,2021-01,2021-01-10 17:13:25,保护,cf373417
0 days 00:08:48.231000000,2021-01-11,2021-01,2021-01-10 17:13:11,牛逼,79301ff1
0 days 00:00:24.775000000,2021-01-11,2021-01,2021-01-10 17:12:59,加油啊兄弟,d0bd672d
0 days 00:06:39.701000000,2021-01-11,2021-01,2021-01-10 17:12:53,脉脉都是负能量的东西,f5b3f9ae
0 days 00:14:01.193000000,2021-01-11,2021-01,2021-01-10 17:12:53,你真的很棒,10f25852
0 days 00:08:46.526000000,2021-01-11,2021-01,2021-01-10 17:12:42,这么硬！,89558792
0 days 00:01:03.271000000,2021-01-11,2021-01,2021-01-10 17:12:31,这是一家本份的公司？,421e9a3f
0 days 00:02:39.138000000,2021-01-11,2021-01,2021-01-10 17:12:31,PDD太辣鸡了吧,fc1db046
0 days 00:14:25.515000000,2021-01-11,2021-01,2021-01-10 17:12:07,支持,aa23aa89
0 days 00:01:54.224000000,2021-01-11,2021-01,2021-01-10 17:11:46,赤裸裸的压榨,fc1db046
0 days 00:05:11.996000000,2021-01-11,2021-01,2021-01-10 17:11:19,PDD这种公司就该倒闭,13c3bc15
0 days 00:15:17.617000000,2021-01-11,2021-01,2021-01-10 17:11:11,加油！,b3eb0988
0 days 00:14:00.289000000,2021-01-11,2021-01,2021-01-10 17:10:49,支持,3c41fad0
0 days 00:00:37.194000000,2021-01-11,2021-01,2021-01-10 17:10:48,顶顶顶顶,49a0b5c
0 days 00:14:57.850000000,2021-01-11,2021-01,2021-01-10 17:10:47,必须三连了,42c49dac
0 days 00:00:51.323000000,2021-01-11,2021-01,2021-01-10 17:10:43,加油,fc1db046
0 days 00:01:33.600000000,2021-01-11,2021-01,2021-01-10 17:10:30,扩散到老年群家庭群才有实际影响,6987c001
0 days 00:15:15.430000000,2021-01-11,2021-01,2021-01-10 17:10:19,挺你,40773b67
0 days 00:06:31.046000000,2021-01-11,2021-01,2021-01-10 17:10:11,泪目,89558792
0 days 00:09:56.183000000,2021-01-11,2021-01,2021-01-10 17:09:59,个人信息现在全部都是公开的,f34ee135
0 days 00:09:18.184000000,2021-01-11,2021-01,2021-01-10 17:09:21,这是被孤立了,f34ee135
0 days 00:13:12.975000000,2021-01-11,2021-01,2021-01-10 17:09:16,对！然后卡着让你走不了,36f5ed01
0 days 00:10:27.953000000,2021-01-11,2021-01,2021-01-10 17:09:14,点赞,d4f379ea
0 days 00:12:24.110000000,2021-01-11,2021-01,2021-01-10 17:09:12,是因为你有正义感，他们的正义感都被狗吃了,3c41fad0
0 days 00:13:22.348000000,2021-01-11,2021-01,2021-01-10 17:09:11,up主真的很有逻辑,42c49dac
0 days 00:08:50.684000000,2021-01-11,2021-01,2021-01-10 17:08:54,牛逼,f34ee135
0 days 00:02:47.564000000,2021-01-11,2021-01,2021-01-10 17:08:16,已卸载，垃圾公司,3213d220
0 days 00:06:24.619000000,2021-01-11,2021-01,2021-01-10 17:08:12,知乎是腾讯系的，谢谢,f5140891
0 days 00:00:08.948000000,2021-01-11,2021-01,2021-01-10 17:07:55,加油！,f8c3cabe
0 days 00:09:06.964000000,2021-01-11,2021-01,2021-01-10 17:07:50,加油up,10f25852
0 days 00:01:41.956000000,2021-01-11,2021-01,2021-01-10 17:07:49,垃圾PDD,13c3bc15
0 days 00:00:08.504000000,2021-01-11,2021-01,2021-01-10 17:07:33,顶上去,b9078fc4
0 days 00:00:04.462000000,2021-01-11,2021-01,2021-01-10 17:07:29,顶上去,b9078fc4
0 days 00:00:22.761000000,2021-01-11,2021-01,2021-01-10 17:07:13,加油～,b0cd2840
0 days 00:11:45.940000000,2021-01-11,2021-01,2021-01-10 17:07:11,真是满脑子问号这些人都怎么自己给自己洗的脑啊,21bafa7c
0 days 00:08:33.198000000,2021-01-11,2021-01,2021-01-10 17:06:53,笑死,75dcd14f
0 days 00:04:04.116000000,2021-01-11,2021-01,2021-01-10 17:06:26,为啥不辞职,9fcf5a08
0 days 00:02:33.406000000,2021-01-11,2021-01,2021-01-10 17:05:39,五天可以了,89558792
0 days 00:12:17.045000000,2021-01-11,2021-01,2021-01-10 17:05:31,不是压力，是因为善良和正义,1d39bc74
0 days 00:10:14.036000000,2021-01-11,2021-01,2021-01-10 17:05:12,加油！,21bafa7c
0 days 00:07:27.018000000,2021-01-11,2021-01,2021-01-10 17:04:55,都醒醒吧,8da27a30
0 days 00:00:16.845000000,2021-01-11,2021-01,2021-01-10 17:04:33,专门来点赞顶贴,3852096e
0 days 00:14:29.898000000,2021-01-11,2021-01,2021-01-10 17:04:23,哎,e27e4147
0 days 00:14:14.386000000,2021-01-11,2021-01,2021-01-10 17:04:08,说的真好,e27e4147
0 days 00:15:06.036000000,2021-01-11,2021-01,2021-01-10 17:04:01,加油,5f04e252
0 days 00:15:06.770000000,2021-01-11,2021-01,2021-01-10 17:04:01,加油,a6271a0d
0 days 00:13:59.791000000,2021-01-11,2021-01,2021-01-10 17:03:53,是啊！！！！！！,e27e4147
0 days 00:08:30.447000000,2021-01-11,2021-01,2021-01-10 17:03:22,哇偶,49c3161c
0 days 00:15:14.502000000,2021-01-11,2021-01,2021-01-10 17:03:17,加油加油！,3bc633da
0 days 00:03:30.921000000,2021-01-11,2021-01,2021-01-10 17:03:16,卸载拼多多,c0426561
0 days 00:06:24.478000000,2021-01-11,2021-01,2021-01-10 17:03:12,支持！！,3c41fad0
0 days 00:14:14.041000000,2021-01-11,2021-01,2021-01-10 17:03:03,说的太好了,b942d478
0 days 00:09:21.397000000,2021-01-11,2021-01,2021-01-10 17:02:57,salute,deca2e0b
0 days 00:13:46.900000000,2021-01-11,2021-01,2021-01-10 17:02:55,哈哈哈哈哈,494f61ae
0 days 00:09:18.014000000,2021-01-11,2021-01,2021-01-10 17:02:53,兄弟冲,e2c4292c
0 days 00:09:38.085000000,2021-01-11,2021-01,2021-01-10 17:02:52,你好勇敢啊,1d39bc74
0 days 00:09:28.986000000,2021-01-11,2021-01,2021-01-10 17:02:48,salute!,2b303786
0 days 00:14:12.261000000,2021-01-11,2021-01,2021-01-10 17:02:31,想要人能干还没想法,c5ad664b
0 days 00:10:29.012000000,2021-01-11,2021-01,2021-01-10 17:02:28,加油加油,f96b2e0e
0 days 00:08:55.627000000,2021-01-11,2021-01,2021-01-10 17:02:22,真的勇士，我佩服你,deca2e0b
0 days 00:00:03.817000000,2021-01-11,2021-01,2021-01-10 17:02:18,保护,d8218cee
0 days 00:08:50.077000000,2021-01-11,2021-01,2021-01-10 17:02:10,牛逼,deca2e0b
0 days 00:00:54.546000000,2021-01-11,2021-01,2021-01-10 17:01:58,不公,6e380b8
0 days 00:01:16.974000000,2021-01-11,2021-01,2021-01-10 17:01:51,你真的太棒了！,d7e0caf0
0 days 00:13:54.068000000,2021-01-11,2021-01,2021-01-10 17:01:46,你不用成为你看不起的那种大人,c5ad664b
0 days 00:15:18.382000000,2021-01-11,2021-01,2021-01-10 17:01:45,加油！,2b5a0136
0 days 00:00:39.768000000,2021-01-11,2021-01,2021-01-10 17:01:43,顶起,6e380b8
0 days 00:00:32.574000000,2021-01-11,2021-01,2021-01-10 17:01:36,加油,6e380b8
0 days 00:00:24.072000000,2021-01-11,2021-01,2021-01-10 17:01:28,三连,6e380b8
0 days 00:05:16.221000000,2021-01-11,2021-01,2021-01-10 17:01:10,因为PDD卡着员工不让走！,36f5ed01
0 days 00:06:01.686000000,2021-01-11,2021-01,2021-01-10 17:00:42,脉脉也卸载了,49c3161c
0 days 00:05:19.168000000,2021-01-11,2021-01,2021-01-10 17:00:40,加油！！！！,8caa5dc3
0 days 00:12:40.613000000,2021-01-11,2021-01,2021-01-10 17:00:32,说得好,c5ad664b
0 days 00:00:07.339000000,2021-01-11,2021-01,2021-01-10 17:00:26,投币投币,b1e1126f
0 days 00:14:11.411000000,2021-01-11,2021-01,2021-01-10 17:00:25,总是要有人这样面对这样做,dc9e97e4
0 days 00:14:15.084000000,2021-01-11,2021-01,2021-01-10 16:59:50,永远年轻 热泪盈眶,c6317a9b
0 days 00:08:11.326000000,2021-01-11,2021-01,2021-01-10 16:59:37,华为员工那个事，本来就是员工讹上级，每年那么多人出入公司，几十年了。怎么就一个人出事了？,fc6555e6
0 days 00:03:00.093000000,2021-01-11,2021-01,2021-01-10 16:59:09,如果弹幕你们觉得假期太短 就去申诉 而不是嘲up主,3326274d
0 days 00:15:13.346000000,2021-01-11,2021-01,2021-01-10 16:59:05,加油,797a9668
0 days 00:15:02.590000000,2021-01-11,2021-01,2021-01-10 16:58:53,加油,797a9668
0 days 00:10:28.308000000,2021-01-11,2021-01,2021-01-10 16:58:49,加关注了,c5ad664b
